code,desc
E78.41,"Elevated Lipoprotein(a)"
E78.41,"Elevated Lipoprotein(a) (Elevated Lp(a))"
E78.49,"Other hyperlipidemia"
E78.49,"Other hyperlipidemia (Familial combined hyperlipidemia)"
E78.5,"Hyperlipidemia, unspecified"
E78.6,"Lipoprotein deficiency"
E78.6,"Lipoprotein deficiency (Abetalipoproteinemia)"
E78.6,"Lipoprotein deficiency (Depressed HDL cholesterol)"
E78.6,"Lipoprotein deficiency (High-density lipoprotein deficiency)"
E78.6,"Lipoprotein deficiency (Hypoalphalipoproteinemia)"
E78.6,"Lipoprotein deficiency (Hypobetalipoproteinemia (familial))"
E78.6,"Lipoprotein deficiency (Lecithin cholesterol acyltransferase deficiency)"
E78.6,"Lipoprotein deficiency (Tangier disease)"
E78.7,"Disorders of bile acid and cholesterol metabolism"
E78.70,"Disorder of bile acid and cholesterol metabolism, unspecified"
E78.71,"Barth syndrome"
E78.72,"Smith-Lemli-Opitz syndrome"
E78.79,"Other disorders of bile acid and cholesterol metabolism"
E78.8,"Other disorders of lipoprotein metabolism"
E78.81,"Lipoid dermatoarthritis"
E78.89,"Other lipoprotein metabolism disorders"
E78.9,"Disorder of lipoprotein metabolism, unspecified"
E79,"Disorders of purine and pyrimidine metabolism"
E79.0,"Hyperuricemia without signs of inflammatory arthritis and tophaceous disease"
E79.0,"Hyperuricemia without signs of inflammatory arthritis and tophaceous disease (Asymptomatic hyperuricemia)"
E79.1,"Lesch-Nyhan syndrome"
E79.1,"Lesch-Nyhan syndrome (HGPRT deficiency)"
E79.2,"Myoadenylate deaminase deficiency"
E79.8,"Other disorders of purine and pyrimidine metabolism"
E79.8,"Other disorders of purine and pyrimidine metabolism (Hereditary xanthinuria)"
E79.9,"Disorder of purine and pyrimidine metabolism, unspecified"
E80,"Disorders of porphyrin and bilirubin metabolism"
E80.0,"Hereditary erythropoietic porphyria"
E80.0,"Hereditary erythropoietic porphyria (Congenital erythropoietic porphyria)"
E80.0,"Hereditary erythropoietic porphyria (Erythropoietic protoporphyria)"
E80.1,"Porphyria cutanea tarda"
E80.2,"Other and unspecified porphyria"
E80.20,"Unspecified porphyria"
E80.20,"Unspecified porphyria (Porphyria NOS)"
E80.21,"Acute intermittent (hepatic) porphyria"
E80.29,"Other porphyria"
E80.29,"Other porphyria (Hereditary coproporphyria)"
E80.3,"Defects of catalase and peroxidase"
E80.3,"Defects of catalase and peroxidase (Acatalasia [Takahara])"
E80.4,"Gilbert syndrome"
E80.5,"Crigler-Najjar syndrome"
E80.6,"Other disorders of bilirubin metabolism"
E80.6,"Other disorders of bilirubin metabolism (Dubin-Johnson syndrome)"
E80.6,"Other disorders of bilirubin metabolism (Rotor's syndrome)"
E80.7,"Disorder of bilirubin metabolism, unspecified"
E83,"Disorders of mineral metabolism"
E83.0,"Disorders of copper metabolism"
E83.00,"Disorder of copper metabolism, unspecified"
E83.01,"Wilson's disease"
E83.09,"Other disorders of copper metabolism"
E83.09,"Other disorders of copper metabolism (Menkes' (kinky hair) (steely hair) disease)"
E83.1,"Disorders of iron metabolism"
E83.10,"Disorder of iron metabolism, unspecified"
E83.11,Hemochromatosis
E83.110,"Hereditary hemochromatosis"
E83.110,"Hereditary hemochromatosis (Bronzed diabetes)"
E83.110,"Hereditary hemochromatosis (Pigmentary cirrhosis (of liver))"
E83.110,"Hereditary hemochromatosis (Primary (hereditary) hemochromatosis)"
E83.111,"Hemochromatosis due to repeated red blood cell transfusions"
E83.111,"Hemochromatosis due to repeated red blood cell transfusions (Iron overload due to repeated red blood cell transfusions)"
E83.111,"Hemochromatosis due to repeated red blood cell transfusions (Transfusion (red blood cell) associated hemochromatosis)"
E83.118,"Other hemochromatosis"
E83.119,"Hemochromatosis, unspecified"
E83.19,"Other disorders of iron metabolism"
E83.2,"Disorders of zinc metabolism"
E83.2,"Disorders of zinc metabolism (Acrodermatitis enteropathica)"
E83.3,"Disorders of phosphorus metabolism and phosphatases"
E83.30,"Disorder of phosphorus metabolism, unspecified"
E83.31,"Familial hypophosphatemia"
E83.31,"Familial hypophosphatemia (Vitamin D-resistant osteomalacia)"
E83.31,"Familial hypophosphatemia (Vitamin D-resistant rickets)"
E83.32,"Hereditary vitamin D-dependent rickets (type 1) (type 2)"
E83.32,"Hereditary vitamin D-dependent rickets (type 1) (type 2) (25-hydroxyvitamin D 1-alpha-hydroxylase deficiency)"
E83.32,"Hereditary vitamin D-dependent rickets (type 1) (type 2) (Pseudovitamin D deficiency)"
E83.32,"Hereditary vitamin D-dependent rickets (type 1) (type 2) (Vitamin D receptor defect)"
E83.39,"Other disorders of phosphorus metabolism"
E83.39,"Other disorders of phosphorus metabolism (Acid phosphatase deficiency)"
E83.39,"Other disorders of phosphorus metabolism (Hypophosphatasia)"
E83.4,"Disorders of magnesium metabolism"
E83.40,"Disorders of magnesium metabolism, unspecified"
E83.41,Hypermagnesemia
E83.42,Hypomagnesemia
E83.49,"Other disorders of magnesium metabolism"
E83.5,"Disorders of calcium metabolism"
E83.50,"Unspecified disorder of calcium metabolism"
E83.51,Hypocalcemia
E83.52,Hypercalcemia
E83.52,"Hypercalcemia (Familial hypocalciuric hypercalcemia)"
E83.59,"Other disorders of calcium metabolism"
E83.8,"Other disorders of mineral metabolism"
E83.81,"Hungry bone syndrome"
E83.89,"Other disorders of mineral metabolism"
E83.9,"Disorder of mineral metabolism, unspecified"
E84,"Cystic fibrosis"
E84.0,"Cystic fibrosis with pulmonary manifestations"
E84.1,"Cystic fibrosis with intestinal manifestations"
E84.11,"Meconium ileus in cystic fibrosis"
E84.19,"Cystic fibrosis with other intestinal manifestations"
E84.19,"Cystic fibrosis with other intestinal manifestations (Distal intestinal obstruction syndrome)"
E84.8,"Cystic fibrosis with other manifestations"
E84.9,"Cystic fibrosis, unspecified"
E85,Amyloidosis
E85.0,"Non-neuropathic heredofamilial amyloidosis"
E85.0,"Non-neuropathic heredofamilial amyloidosis (Hereditary amyloid nephropathy)"
E85.1,"Neuropathic heredofamilial amyloidosis"
E85.1,"Neuropathic heredofamilial amyloidosis (Amyloid polyneuropathy (Portuguese))"
E85.1,"Neuropathic heredofamilial amyloidosis (Transthyretin-related (ATTR) familial amyloid polyneuropathy)"
E85.2,"Heredofamilial amyloidosis, unspecified"
E85.3,"Secondary systemic amyloidosis"
E85.3,"Secondary systemic amyloidosis (Hemodialysis-associated amyloidosis)"
E85.4,"Organ-limited amyloidosis"
E85.4,"Organ-limited amyloidosis (Localized amyloidosis)"
E85.4,"Organ-limited amyloidosis (Transthyretin-related (ATTR) familial amyloid cardiomyopathy)"
E85.8,"Other amyloidosis"
E85.81,"Light chain (AL) amyloidosis"
E85.82,"Wild-type transthyretin-related (ATTR) amyloidosis"
E85.82,"Wild-type transthyretin-related (ATTR) amyloidosis (Senile systemic amyloidosis (SSA))"
E85.89,"Other amyloidosis"
E85.9,"Amyloidosis, unspecified"
E86,"Volume depletion"
E86.0,Dehydration
E86.1,Hypovolemia
E86.1,"Hypovolemia (Depletion of volume of plasma)"
E86.9,"Volume depletion, unspecified"
E87,"Other disorders of fluid, electrolyte and acid-base balance"
E87.0,"Hyperosmolality and hypernatremia"
E87.0,"Hyperosmolality and hypernatremia (Sodium [Na] excess)"
E87.0,"Hyperosmolality and hypernatremia (Sodium [Na] overload)"
E87.1,"Hypo-osmolality and hyponatremia"
E87.1,"Hypo-osmolality and hyponatremia (Sodium [Na] deficiency)"
E87.2,Acidosis
E87.2,"Acidosis (Acidosis NOS)"
E87.2,"Acidosis (Lactic acidosis)"
E87.2,"Acidosis (Metabolic acidosis)"
E87.2,"Acidosis (Respiratory acidosis)"
E87.3,Alkalosis
E87.3,"Alkalosis (Alkalosis NOS)"
E87.3,"Alkalosis (Metabolic alkalosis)"
E87.3,"Alkalosis (Respiratory alkalosis)"
E87.4,"Mixed disorder of acid-base balance"
E87.5,Hyperkalemia
E87.5,"Hyperkalemia (Potassium [K] excess)"
E87.5,"Hyperkalemia (Potassium [K] overload)"
E87.6,Hypokalemia
E87.6,"Hypokalemia (Potassium [K] deficiency)"
E87.7,"Fluid overload"
E87.70,"Fluid overload, unspecified"
E87.71,"Transfusion associated circulatory overload"
E87.71,"Transfusion associated circulatory overload (Fluid overload due to transfusion (blood) (blood components))"
E87.71,"Transfusion associated circulatory overload (TACO)"
E87.79,"Other fluid overload"
E87.8,"Other disorders of electrolyte and fluid balance, not elsewhere classified"
E87.8,"Other disorders of electrolyte and fluid balance, not elsewhere classified (Electrolyte imbalance NOS)"
E87.8,"Other disorders of electrolyte and fluid balance, not elsewhere classified (Hyperchloremia)"
E87.8,"Other disorders of electrolyte and fluid balance, not elsewhere classified (Hypochloremia)"
E88,"Other and unspecified metabolic disorders"
E88.0,"Disorders of plasma-protein metabolism, not elsewhere classified"
E88.01,"Alpha-1-antitrypsin deficiency"
E88.01,"Alpha-1-antitrypsin deficiency (AAT deficiency)"
E88.02,"Plasminogen deficiency"
E88.02,"Plasminogen deficiency (Dysplasminogenemia)"
E88.02,"Plasminogen deficiency (Hypoplasminogenemia)"
E88.02,"Plasminogen deficiency (Type 1 plasminogen deficiency)"
E88.02,"Plasminogen deficiency (Type 2 plasminogen deficiency)"
E88.09,"Other disorders of plasma-protein metabolism, not elsewhere classified"
E88.09,"Other disorders of plasma-protein metabolism, not elsewhere classified (Bisalbuminemia)"
E88.1,"Lipodystrophy, not elsewhere classified"
E88.1,"Lipodystrophy, not elsewhere classified (Lipodystrophy NOS)"
E88.2,"Lipomatosis, not elsewhere classified"
E88.2,"Lipomatosis, not elsewhere classified (Lipomatosis NOS)"
E88.2,"Lipomatosis, not elsewhere classified (Lipomatosis (Check) dolorosa [Dercum])"
E88.3,"Tumor lysis syndrome"
E88.3,"Tumor lysis syndrome (Tumor lysis syndrome (spontaneous))"
E88.3,"Tumor lysis syndrome (Tumor lysis syndrome following antineoplastic drug chemotherapy)"
E88.4,"Mitochondrial metabolism disorders"
E88.40,"Mitochondrial metabolism disorder, unspecified"
E88.41,"MELAS syndrome"
E88.41,"MELAS syndrome (Mitochondrial myopathy, encephalopathy, lactic acidosis and stroke-like episodes)"
E88.42,"MERRF syndrome"
E88.42,"MERRF syndrome (Myoclonic epilepsy associated with ragged-red fibers)"
E88.49,"Other mitochondrial metabolism disorders"
E88.8,"Other specified metabolic disorders"
E88.81,"Metabolic syndrome"
E88.81,"Metabolic syndrome (Dysmetabolic syndrome X)"
E88.89,"Other specified metabolic disorders"
E88.89,"Other specified metabolic disorders (Launois-Bensaude adenolipomatosis)"
E88.9,"Metabolic disorder, unspecified"
F01,"Vascular dementia"
F01,"Vascular dementia (Vascular dementia as a result of infarction of the brain due to vascular disease, including hypertensive cerebrovascular disease.)"
F02,"Dementia in other diseases classified elsewhere"
F03,"Unspecified dementia"
F03,"Unspecified dementia (Presenile dementia NOS)"
F03,"Unspecified dementia (Presenile psychosis NOS)"
F03,"Unspecified dementia (Primary degenerative dementia NOS)"
F03,"Unspecified dementia (Senile dementia NOS)"
F03,"Unspecified dementia (Senile dementia depressed or paranoid type)"
F03,"Unspecified dementia (Senile psychosis NOS)"
F04,"Amnestic disorder due to known physiological condition"
F04,"Amnestic disorder due to known physiological condition (Korsakov's psychosis or syndrome, nonalcoholic)"
F05,"Delirium due to known physiological condition"
F05,"Delirium due to known physiological condition (Acute or subacute brain syndrome)"
F05,"Delirium due to known physiological condition (Acute or subacute confusional state (nonalcoholic))"
F05,"Delirium due to known physiological condition (Acute or subacute infective psychosis)"
F05,"Delirium due to known physiological condition (Acute or subacute organic reaction)"
F05,"Delirium due to known physiological condition (Acute or subacute psycho-organic syndrome)"
F05,"Delirium due to known physiological condition (Delirium of mixed etiology)"
F05,"Delirium due to known physiological condition (Delirium superimposed on dementia)"
F05,"Delirium due to known physiological condition (Sundowning)"
F06,"Other mental disorders due to known physiological condition"
F06.0,"Psychotic disorder with hallucinations due to known physiological condition"
F06.0,"Psychotic disorder with hallucinations due to known physiological condition (Organic hallucinatory state (nonalcoholic))"
F06.1,"Catatonic disorder due to known physiological condition"
F06.1,"Catatonic disorder due to known physiological condition (Catatonia associated with another mental disorder)"
F06.1,"Catatonic disorder due to known physiological condition (Catatonia NOS)"
F06.2,"Psychotic disorder with delusions due to known physiological condition"
F06.2,"Psychotic disorder with delusions due to known physiological condition (Paranoid and paranoid-hallucinatory organic states)"
F06.2,"Psychotic disorder with delusions due to known physiological condition (Schizophrenia-like psychosis in epilepsy)"
F06.3,"Mood disorder due to known physiological condition"
F06.30,"Mood disorder due to known physiological condition, unspecified"
F06.31,"Mood disorder due to known physiological condition with depressive features"
F06.31,"Mood disorder due to known physiological condition with depressive features (Depressive disorder due to known physiological condition, with depressive features)"
F06.32,"Mood disorder due to known physiological condition with major depressive-like episode"
F06.32,"Mood disorder due to known physiological condition with major depressive-like episode (Depressive disorder due to known physiological condition, with major depressive-like episode)"
F06.33,"Mood disorder due to known physiological condition with manic features"
F06.33,"Mood disorder due to known physiological condition with manic features (Bipolar and related disorder due to a known physiological condition, with manic features)"
F06.33,"Mood disorder due to known physiological condition with manic features (Bipolar and related disorder due to known physiological condition, with manic- or hypomanic-like episodes)"
F06.34,"Mood disorder due to known physiological condition with mixed features"
F06.34,"Mood disorder due to known physiological condition with mixed features (Bipolar and related disorder due to known physiological condition, with mixed features)"
F06.34,"Mood disorder due to known physiological condition with mixed features (Depressive disorder due to known physiological condition, with mixed features)"
F06.4,"Anxiety disorder due to known physiological condition"
F06.8,"Other specified mental disorders due to known physiological condition"
F06.8,"Other specified mental disorders due to known physiological condition (Epileptic psychosis NOS)"
F06.8,"Other specified mental disorders due to known physiological condition (Obsessive-compulsive and related disorder due to a known physiological condition)"
F06.8,"Other specified mental disorders due to known physiological condition (Organic dissociative disorder)"
F06.8,"Other specified mental disorders due to known physiological condition (Organic emotionally labile [asthenic] disorder)"
F07,"Personality and behavioral disorders due to known physiological condition"
F07.0,"Personality change due to known physiological condition"
F07.0,"Personality change due to known physiological condition (Frontal lobe syndrome)"
F07.0,"Personality change due to known physiological condition (Limbic epilepsy personality syndrome)"
F07.0,"Personality change due to known physiological condition (Lobotomy syndrome)"
F07.0,"Personality change due to known physiological condition (Organic personality disorder)"
F07.0,"Personality change due to known physiological condition (Organic pseudopsychopathic personality)"
F07.0,"Personality change due to known physiological condition (Organic pseudoretarded personality)"
F07.0,"Personality change due to known physiological condition (Postleucotomy syndrome)"
F07.8,"Other personality and behavioral disorders due to known physiological condition"
F07.81,"Postconcussional syndrome"
F07.81,"Postconcussional syndrome (Postcontusional syndrome (encephalopathy))"
F07.81,"Postconcussional syndrome (Post-traumatic brain syndrome, nonpsychotic)"
F07.89,"Other personality and behavioral disorders due to known physiological condition"
F07.89,"Other personality and behavioral disorders due to known physiological condition (Postencephalitic syndrome)"
F07.89,"Other personality and behavioral disorders due to known physiological condition (Right hemispheric organic affective disorder)"
F07.9,"Unspecified personality and behavioral disorder due to known physiological condition"
F07.9,"Unspecified personality and behavioral disorder due to known physiological condition (Organic psychosyndrome)"
F09,"Unspecified mental disorder due to known physiological condition"
F09,"Unspecified mental disorder due to known physiological condition (Mental disorder NOS due to known physiological condition)"
F09,"Unspecified mental disorder due to known physiological condition (Organic brain syndrome NOS)"
F09,"Unspecified mental disorder due to known physiological condition (Organic mental disorder NOS)"
F09,"Unspecified mental disorder due to known physiological condition (Organic psychosis NOS)"
F09,"Unspecified mental disorder due to known physiological condition (Symptomatic psychosis NOS)"
F10,"Alcohol related disorders"
F10.1,"Alcohol abuse"
F10.10,"Alcohol abuse, uncomplicated"
F10.10,"Alcohol abuse, uncomplicated (Alcohol use disorder, mild)"
F10.11,"Alcohol abuse, in remission"
F10.11,"Alcohol abuse, in remission (Alcohol use disorder, mild, in early remission)"
F10.11,"Alcohol abuse, in remission (Alcohol use disorder, mild, in sustained remission)"
F10.12,"Alcohol abuse with intoxication"
F10.120,"Alcohol abuse with intoxication, uncomplicated"
